Item Number,Quantity,Value,Description,Part Number,Part Reference,Manufacturer Name,Manufacturer Part Number,ID,SKU,ALT_MPN,ALT_MFR
1,1,1n,,,C261,,,120,,,
2,1,0.1u,,,C262,,,114,,,
3,1,1n,,,C263,,,20,,,
4,1,0.1u,,,C264,,,44,,,
5,1,1n,,,C265,,,127,,,
6,1,0.7p,,,C266,,,139,,,
7,1,5k,,,R147,,,117,,,
8,1,200,,,R148,,,105,,,
9,1,15k,,,R149,,,102,,,
10,1,500,,,R151,,,5,,,
11,1,130,,,R153,,,99,,,
12,1,1,,,R156,,,38,,,
13,1,OPAx277,,,U1,,,108,,,
14,1,OPA856,,,U47,,,23,,,
