Item Number,Quantity,Value,Description,Part Number,Part Reference,Manufacturer Name,Manufacturer Part Number,ID,SKU,ALT_MPN,ALT_MFR
1,1,0.1uF,,,C250,,,163,,,
2,1,6.8uF,,,C251,,,148,,,
3,1,0.1uF,,,C252,,,151,,,
4,1,0.1uF,,,C253,,,157,,,
5,1,0.1uF,,,C254,,,142,,,
6,1,10nF,,,C255,,,185,,,
7,1,6.8u,,,C256,,,188,,,
8,1,200,,,R145,,,139,,,
9,1,200,,,R146,,,154,,,
10,1,100,,,R147,,,181,,,
11,1,9.95k,,,R150,,,160,,,
12,1,10.05k,,,R151,,,145,,,
13,1,OPAx277,,,U1,,,166,,,
14,1,TLV3604,,,U74,,,126,,,
