-1.920678E-08,2.336E-02
-1.915678E-08,2.336E-02
-1.910678E-08,2.492E-02
-1.905678E-08,2.492E-02
-1.900678E-08,2.544E-02
-1.895678E-08,2.649E-02
-1.890678E-08,2.701E-02
-1.885678E-08,2.857E-02
-1.880678E-08,2.910E-02
-1.875678E-08,3.014E-02
-1.870678E-08,3.066E-02
-1.865678E-08,3.275E-02
-1.860678E-08,3.327E-02
-1.855678E-08,3.431E-02
-1.850678E-08,3.535E-02
-1.845678E-08,3.640E-02
-1.840678E-08,3.692E-02
-1.835678E-08,3.796E-02
-1.830678E-08,3.848E-02
-1.825678E-08,3.901E-02
-1.820678E-08,3.953E-02
-1.815678E-08,3.953E-02
-1.810678E-08,3.953E-02
-1.805678E-08,3.953E-02
-1.800678E-08,3.901E-02
-1.795678E-08,3.848E-02
-1.790678E-08,3.848E-02
-1.785678E-08,3.692E-02
-1.780678E-08,3.692E-02
-1.775678E-08,3.535E-02
-1.770678E-08,3.483E-02
-1.765678E-08,3.379E-02
-1.760678E-08,3.222E-02
-1.755678E-08,3.118E-02
-1.750678E-08,3.014E-02
-1.745678E-08,3.014E-02
-1.740678E-08,2.857E-02
-1.735678E-08,2.753E-02
-1.730678E-08,2.701E-02
-1.725678E-08,2.544E-02
-1.720678E-08,2.544E-02
-1.715678E-08,2.492E-02
-1.710678E-08,2.388E-02
-1.705678E-08,2.336E-02
-1.700678E-08,2.284E-02
-1.695678E-08,2.231E-02
-1.690678E-08,2.231E-02
-1.685678E-08,2.127E-02
-1.680678E-08,2.127E-02
-1.675678E-08,2.127E-02
-1.670678E-08,2.075E-02
-1.665678E-08,2.075E-02
-1.660678E-08,2.075E-02
-1.655678E-08,2.075E-02
-1.650678E-08,2.023E-02
-1.645678E-08,2.023E-02
-1.640678E-08,1.866E-02
-1.635678E-08,1.866E-02
-1.630678E-08,1.866E-02
-1.625678E-08,1.814E-02
-1.620678E-08,1.762E-02
-1.615678E-08,1.762E-02
-1.610678E-08,1.762E-02
-1.605678E-08,1.710E-02
-1.600678E-08,1.710E-02
-1.595678E-08,1.658E-02
-1.590678E-08,1.605E-02
-1.585678E-08,1.605E-02
-1.580678E-08,1.553E-02
-1.575678E-08,1.501E-02
-1.570678E-08,1.501E-02
-1.565678E-08,1.553E-02
-1.560678E-08,1.501E-02
-1.555678E-08,1.501E-02
-1.550678E-08,1.553E-02
-1.545678E-08,1.605E-02
-1.540678E-08,1.658E-02
-1.535678E-08,1.658E-02
-1.530678E-08,1.710E-02
-1.525678E-08,1.762E-02
-1.520678E-08,1.918E-02
-1.515678E-08,2.023E-02
-1.510678E-08,2.075E-02
-1.505678E-08,2.127E-02
-1.500678E-08,2.231E-02
-1.495678E-08,2.336E-02
-1.490678E-08,2.388E-02
-1.485678E-08,2.544E-02
-1.480678E-08,2.544E-02
-1.475678E-08,2.597E-02
-1.470678E-08,2.649E-02
-1.465678E-08,2.701E-02
-1.460678E-08,2.753E-02
-1.455678E-08,2.805E-02
-1.450678E-08,2.857E-02
-1.445678E-08,2.857E-02
-1.440678E-08,2.857E-02
-1.435678E-08,2.857E-02
-1.430678E-08,2.753E-02
-1.425678E-08,2.753E-02
-1.420678E-08,2.701E-02
-1.415678E-08,2.597E-02
-1.410678E-08,2.597E-02
-1.405678E-08,2.544E-02
-1.400678E-08,2.492E-02
-1.395678E-08,2.388E-02
-1.390678E-08,2.336E-02
-1.385678E-08,2.284E-02
-1.380678E-08,2.231E-02
-1.375678E-08,2.075E-02
-1.370678E-08,2.075E-02
-1.365678E-08,2.075E-02
-1.360678E-08,2.023E-02
-1.355678E-08,2.023E-02
-1.350678E-08,1.971E-02
-1.345678E-08,1.971E-02
-1.340678E-08,1.971E-02
-1.335678E-08,1.971E-02
-1.330678E-08,2.023E-02
-1.325678E-08,2.023E-02
-1.320678E-08,2.075E-02
-1.315678E-08,2.075E-02
-1.310678E-08,2.127E-02
-1.305678E-08,2.231E-02
-1.300678E-08,2.231E-02
-1.295678E-08,2.336E-02
-1.290678E-08,2.336E-02
-1.285678E-08,2.440E-02
-1.280678E-08,2.492E-02
-1.275678E-08,2.544E-02
-1.270678E-08,2.597E-02
-1.265678E-08,2.597E-02
-1.260678E-08,2.649E-02
-1.255678E-08,2.701E-02
-1.250678E-08,2.805E-02
-1.245678E-08,2.805E-02
-1.240678E-08,2.805E-02
-1.235678E-08,2.805E-02
-1.230678E-08,2.805E-02
-1.225678E-08,2.805E-02
-1.220678E-08,2.805E-02
-1.215678E-08,2.805E-02
-1.210678E-08,2.805E-02
-1.205678E-08,2.805E-02
-1.200678E-08,2.805E-02
-1.195678E-08,2.805E-02
-1.190678E-08,2.753E-02
-1.185678E-08,2.649E-02
-1.180678E-08,2.597E-02
-1.175678E-08,2.597E-02
-1.170678E-08,2.544E-02
-1.165678E-08,2.597E-02
-1.160678E-08,2.597E-02
-1.155678E-08,2.597E-02
-1.150678E-08,2.544E-02
-1.145678E-08,2.544E-02
-1.140678E-08,2.544E-02
-1.135678E-08,2.544E-02
-1.130678E-08,2.544E-02
-1.125678E-08,2.544E-02
-1.120678E-08,2.544E-02
-1.115678E-08,2.544E-02
-1.110678E-08,2.544E-02
-1.105678E-08,2.544E-02
-1.100678E-08,2.544E-02
-1.095678E-08,2.544E-02
-1.090678E-08,2.544E-02
-1.085678E-08,2.544E-02
-1.080678E-08,2.544E-02
-1.075678E-08,2.544E-02
-1.070678E-08,2.544E-02
-1.065678E-08,2.544E-02
-1.060678E-08,2.597E-02
-1.055678E-08,2.597E-02
-1.050678E-08,2.544E-02
-1.045678E-08,2.597E-02
-1.040678E-08,2.701E-02
-1.035678E-08,2.805E-02
-1.030678E-08,2.805E-02
-1.025678E-08,2.753E-02
-1.020678E-08,2.805E-02
-1.015678E-08,2.857E-02
-1.010678E-08,2.857E-02
-1.005678E-08,2.962E-02
-1.000678E-08,3.014E-02
-9.95678E-09,3.014E-02
-9.90678E-09,3.066E-02
-9.85678E-09,3.066E-02
-9.80678E-09,3.222E-02
-9.75678E-09,3.222E-02
-9.70678E-09,3.327E-02
-9.65678E-09,3.327E-02
-9.60678E-09,3.535E-02
-9.55678E-09,3.483E-02
-9.50678E-09,3.588E-02
-9.45678E-09,3.640E-02
-9.40678E-09,3.692E-02
-9.35678E-09,3.796E-02
-9.30678E-09,3.796E-02
-9.25678E-09,3.848E-02
-9.20678E-09,3.953E-02
-9.15678E-09,3.901E-02
-9.10678E-09,3.953E-02
-9.05678E-09,4.005E-02
-9.00678E-09,4.109E-02
-8.95678E-09,4.109E-02
-8.90678E-09,4.109E-02
-8.85678E-09,4.161E-02
-8.80678E-09,4.161E-02
-8.75678E-09,4.214E-02
-8.70678E-09,4.214E-02
-8.65678E-09,4.214E-02
-8.60678E-09,4.266E-02
-8.55678E-09,4.266E-02
-8.50678E-09,4.266E-02
-8.45678E-09,4.318E-02
-8.40678E-09,4.318E-02
-8.35678E-09,4.370E-02
-8.30678E-09,4.370E-02
-8.25678E-09,4.318E-02
-8.20678E-09,4.370E-02
-8.15678E-09,4.422E-02
-8.10678E-09,4.474E-02
-8.05678E-09,4.579E-02
-8.00678E-09,4.631E-02
-7.95678E-09,4.787E-02
-7.90678E-09,4.787E-02
-7.85678E-09,4.944E-02
-7.80678E-09,5.048E-02
-7.75678E-09,5.153E-02
-7.70678E-09,5.361E-02
-7.65678E-09,5.518E-02
-7.60678E-09,5.726E-02
-7.55678E-09,5.883E-02
-7.50678E-09,6.144E-02
-7.45678E-09,6.405E-02
-7.40678E-09,6.718E-02
-7.35678E-09,6.926E-02
-7.30678E-09,7.239E-02
-7.25678E-09,7.552E-02
-7.20678E-09,7.813E-02
-7.15678E-09,8.178E-02
-7.10678E-09,8.387E-02
-7.05678E-09,8.804E-02
-7.00678E-09,9.117E-02
-6.95678E-09,9.430E-02
-6.90678E-09,9.795E-02
-6.85678E-09,1.0108E-01
-6.80678E-09,1.0473E-01
-6.75678E-09,1.0682E-01
-6.70678E-09,1.0995E-01
-6.65678E-09,1.1308E-01
-6.60678E-09,1.1464E-01
-6.55678E-09,1.1725E-01
-6.50678E-09,1.2038E-01
-6.45678E-09,1.2247E-01
-6.40678E-09,1.2403E-01
-6.35678E-09,1.2664E-01
-6.30678E-09,1.2873E-01
-6.25678E-09,1.2977E-01
-6.20678E-09,1.3134E-01
-6.15678E-09,1.3238E-01
-6.10678E-09,1.3447E-01
-6.05678E-09,1.3603E-01
-6.00678E-09,1.3708E-01
-5.95678E-09,1.3916E-01
-5.90678E-09,1.3968E-01
-5.85678E-09,1.4073E-01
-5.80678E-09,1.4334E-01
-5.75678E-09,1.4438E-01
-5.70678E-09,1.4803E-01
-5.65678E-09,1.5012E-01
-5.60678E-09,1.5272E-01
-5.55678E-09,1.5585E-01
-5.50678E-09,1.5898E-01
-5.45678E-09,1.6211E-01
-5.40678E-09,1.6577E-01
-5.35678E-09,1.6994E-01
-5.30678E-09,1.7411E-01
-5.25678E-09,1.7933E-01
-5.20678E-09,1.8402E-01
-5.15678E-09,1.8924E-01
-5.10678E-09,1.9498E-01
-5.05678E-09,1.9967E-01
